mean,std,min,max,median,range,iqr,p10,p25,p75,p90,mu_early,mu_mid,mu_late,early_mid_diff,mid_late_diff,early_late_diff,slope,r2,intercept,ratio_below_01,ratio_below_03,ratio_below_05,ratio_below_08,ratio_above_09,ratio_above_099,n_dips,mean_dip_height,max_dip_height,first_10_mean,last_10_mean,first_50_mean,last_50_mean,first_last_diff,entropy_mean,entropy_std,entropy_early,entropy_late,cv,skewness,kurtosis,autocorr_lag1,length,length_normalized,slope_late,min_position,is_correct,question_id
0.7651630078125,0.31455782378471486,0.0,1.0,0.9694385,1.0,0.46292924999999996,0.20540180000000002,0.5368835000000001,0.99981275,0.9999939000000001,0.8317342500000001,0.75136229296875,0.7261931953125,0.08037195703125011,0.025169097656249972,0.10554105468750008,-0.00019220793833184553,0.008156403021292584,0.8142721360562866,0.044921875,0.134765625,0.224609375,0.373046875,0.57421875,0.439453125,57,0.770736894736842,1.0,0.7305204,0.7771679,0.79435868,0.8079300799999999,-0.046647500000000064,0.241786322507362,0.27103341872228487,0.18965925834665784,0.2749164189718936,0.4110990993577892,-1.084056751566451,-0.26745658108661896,0.08714205832737437,512,1.0,0.0017661380270325947,0.015625,1,0
0.7681995078125,0.3050155819576194,0.0032,1.0,0.9650004999999999,0.9968,0.4313207499999999,0.24695940000000002,0.5684257500000001,0.9997465,0.999983,0.7174758906250001,0.76728328125,0.820755578125,-0.04980739062499995,-0.05347229687499999,-0.10327968749999994,0.00022544771380148427,0.011934511246295132,0.7105976169362208,0.037109375,0.12109375,0.22265625,0.36328125,0.560546875,0.416015625,59,0.7431902711864408,0.9968,0.6608764999999999,0.7204944,0.7147783400000001,0.7884121999999999,-0.05961790000000011,0.24428716052574434,0.26711665725755485,0.2831529634815816,0.18934631371005523,0.39705256051142146,-1.0804602035390123,-0.2400139908454415,0.21977840625290887,512,1.0,-8.863202137886839e-05,0.767578125,1,1
0.808074099609375,0.293739228027373,0.0,1.0,0.9897324999999999,1.0,0.29161499999999996,0.257373,0.7082865,0.9999015,0.999991,0.791454125,0.792008359375,0.8568255546875,-0.0005542343750000178,-0.06481719531249996,-0.06537142968749998,0.00016034881005131256,0.006509754396872572,0.7671049786412647,0.0390625,0.111328125,0.1875,0.298828125,0.646484375,0.498046875,49,0.7562012244897958,1.0,0.4547758,0.8702642,0.8345585400000002,0.80177824,-0.41548840000000004,0.20208914792317967,0.2579503934482668,0.2211042526751662,0.15393234869057004,0.36350531195822505,-1.392866201622094,0.521835938786912,0.24747955181701567,512,1.0,-0.001185958853117561,0.150390625,0,2
0.9366066601562499,0.1886722790732364,0.025014,1.0,0.999831,0.974986,0.005508249999999992,0.8206508,0.99447075,0.999979,0.999996,0.866169765625,0.94604378515625,0.9881693046875,-0.07987401953124995,-0.04212551953124999,-0.12199953906249994,0.00033890936226839945,0.07048682693165806,0.8500153180966739,0.009765625,0.0390625,0.05859375,0.095703125,0.880859375,0.7890625,21,0.7477767619047618,0.974986,0.7639752999999999,0.9937841000000001,0.8139447200000001,0.9962952399999999,-0.22980880000000015,0.07012662631827954,0.17236721646961298,0.13822867769487346,0.015437235664462447,0.20144238440533688,-3.377074653955923,10.547334576740683,0.21460165849722906,512,1.0,0.0001576930650292986,0.23828125,1,3
0.812715154296875,0.2844981891268942,0.007572,1.0,0.983094,0.992428,0.321099,0.3275701,0.678726,0.9998250000000001,0.999994,0.8499364921875,0.7764740117187501,0.8479761015625,0.07346248046874992,-0.07150208984374995,0.0019603906249999747,-3.177007216421473e-05,0.0002724171273907845,0.8208324077348319,0.03125,0.099609375,0.16796875,0.2890625,0.640625,0.474609375,56,0.7437974821428571,0.992428,0.6174903,0.8836525,0.8361583600000002,0.8252512799999999,-0.2661621999999999,0.20265898737778387,0.2524283128385969,0.16229457389367247,0.17714127977076244,0.35005891950294743,-1.4394619645754905,0.7540092596990116,0.03866724961791735,512,1.0,-0.000542516077069218,0.2421875,0,4
0.752881546875,0.32487542469435515,0.0,1.0,0.965182,1.0,0.4515690000000001,0.16050630000000002,0.5483662499999999,0.99993525,0.999995,0.8207842187500001,0.7530594335937499,0.6846231015625,0.06772478515625013,0.06843633203124999,0.13616111718750012,-0.00033084042217058055,0.022654810374216273,0.8374112747395833,0.0625,0.15625,0.232421875,0.400390625,0.56640625,0.4609375,58,0.8040877413793103,1.0,0.6934715,0.8314666,0.7657151799999999,0.6752022,-0.13799509999999993,0.2488541369497122,0.27646165180879717,0.18856168656413577,0.30273765108612016,0.4315093464719816,-1.0206751256058941,-0.4528385725545232,0.05209274613904038,512,1.0,-0.00036311423903589085,0.720703125,1,5
0.82936544140625,0.2859132459418356,0.004068,1.0,0.998186,0.995932,0.23604550000000002,0.32161160000000005,0.76391875,0.99996425,0.999997,0.8041183515624999,0.7922540859375,0.9288352421875001,0.01186426562499987,-0.1365811562500001,-0.12471689062500024,0.00029804788208391986,0.023738897611543956,0.7532142075338085,0.041015625,0.08984375,0.1640625,0.265625,0.689453125,0.57421875,42,0.7562222619047619,0.995932,0.404475,0.9999910000000002,0.59839916,0.9952217200000001,-0.5955160000000002,0.17703980630677846,0.2544386853070378,0.2032669887750207,0.08346670804927765,0.3447373513807271,-1.5465629716625269,1.0093012823219825,0.2696258961508524,512,1.0,0.0007450857243407801,0.013671875,0,6
0.788707447963801,0.3143163415517743,0.0,1.0,0.984854,1.0,0.344712,0.22645,0.655225,0.999937,0.999996,0.7379544363636361,0.8627907272727273,0.6930334285714286,-0.12483629090909121,0.16975729870129874,0.044921007792207535,-0.000162603775556717,0.0010892353769922031,0.8065938632750399,0.07692307692307693,0.13122171945701358,0.19004524886877827,0.31221719457013575,0.6289592760180995,0.46153846153846156,23,0.7622801304347825,1.0,0.6008566,0.6220154000000001,0.7585283399999999,0.6562652400000001,-0.021158800000000144,0.2157210399128127,0.26282329798876053,0.2657891980144338,0.2947894956312824,0.39852082285354495,-1.342589391560572,0.33992009885156804,0.13587281062578216,221,0.431640625,-0.00411116138072454,0.38461538461538464,1,7
0.810870330078125,0.29135455815568795,0.003876,1.0,0.989834,0.996124,0.2970052499999999,0.2921364,0.7029430000000001,0.99994825,0.9999949,0.8466086640624999,0.7928726875,0.8111272812500001,0.053735976562499954,-0.01825459375000016,0.035481382812499795,-6.780417416793984e-05,0.0011831130560502042,0.8281942965780337,0.03515625,0.10546875,0.177734375,0.294921875,0.6484375,0.5,55,0.7443374545454547,0.996124,0.6869346,0.6607909999999999,0.77617656,0.7437091399999999,0.026143600000000045,0.20044793383088347,0.2557760585840718,0.16532033420763304,0.1955019818098248,0.3593109119781283,-1.427041628231748,0.6595770515572865,0.17414846678436352,512,1.0,-0.0017780148381706642,0.67578125,0,8
0.784745515625,0.32669788803707694,0.002403,1.0,0.9964675000000001,0.997597,0.38019250000000004,0.17395300000000002,0.6197895,0.999982,0.999997,0.7937854531249999,0.80994903125,0.725298546875,-0.016163578125000022,0.084650484375,0.06848690624999998,-0.00015272469513896041,0.004774005324740006,0.8237666752330043,0.072265625,0.14453125,0.220703125,0.30859375,0.640625,0.54296875,47,0.7927568085106386,0.997597,0.3590961,0.7784975999999999,0.5523477600000001,0.7218097400000001,-0.4194014999999999,0.2092430631695335,0.27390950785337764,0.19075538230621097,0.2598239243558109,0.41631061422577514,-1.2549382520165882,0.016194770979239603,0.25056163919972024,512,1.0,-0.0004164597887291703,0.84375,1,9
0.7974181640625,0.2995164971943852,0.00422,1.0,0.9891365,0.99578,0.37031825000000007,0.2401715,0.6296262499999999,0.9999445,0.999996,0.7776910937500001,0.7689169882812501,0.8741475859375,0.008774105468750015,-0.10523059765624987,-0.09645649218749985,0.00023499056887009187,0.013446720823327034,0.7373780737161915,0.041015625,0.119140625,0.19140625,0.31640625,0.623046875,0.490234375,53,0.7629380943396228,0.99578,0.5970077,0.8088744999999999,0.76146728,0.74632218,-0.2118667999999999,0.2115405155702919,0.26255272554156345,0.22868017279101086,0.1421269279781792,0.3756078182278551,-1.304268206783139,0.2746139929743623,0.08812230201954621,512,1.0,-0.0027554148250091563,0.70703125,1,10
0.9092062682926829,0.22735283115665014,0.0,1.0,0.9998914999999999,1.0,0.014319749999999964,0.6965811000000001,0.98567625,0.999996,1.0,0.8696758617886178,0.9452160284552845,0.8767171544715449,-0.07554016666666674,0.06849887398373966,-0.0070412926829270805,3.917259878828154e-05,0.0005988405504020715,0.8995893952901598,0.024390243902439025,0.056910569105691054,0.08739837398373984,0.12195121951219512,0.823170731707317,0.7296747967479674,31,0.7757259999999999,1.0,0.8167233000000002,0.8515133,0.82221964,0.94070466,-0.03478999999999988,0.0958941875250854,0.20045602965345147,0.1410900833701229,0.1199395946998303,0.2500563830620298,-2.7175846087509945,6.2031322708388,0.12551806266620003,492,0.9609375,0.0015177521572016354,0.22967479674796748,0,11
0.8867205703125001,0.23640023143435734,0.0,1.0,0.999864,1.0,0.06406224999999988,0.4870667,0.9359327500000001,0.999995,1.0,0.8457137187500001,0.88814711328125,0.9248743359375,-0.042433394531249835,-0.03672722265625006,-0.0791606171874999,0.0002285256100975899,0.020414134816169768,0.8283322769325658,0.02734375,0.0546875,0.10546875,0.181640625,0.775390625,0.65234375,41,0.6808813658536585,1.0,0.5718397,0.8141119,0.81671008,0.88806444,-0.24227220000000005,0.12510777881950647,0.21744173970464642,0.15917163036830723,0.08882242956239383,0.2666005944628577,-2.266456611251183,4.092235590239965,0.009335806154675727,512,1.0,-0.0010238426083821644,0.482421875,0,12
0.793153193359375,0.3076274435638038,0.0,1.0,0.9914164999999999,1.0,0.369243,0.19736070000000003,0.6306674999999999,0.9999104999999999,0.99999,0.7716377265625001,0.82738624609375,0.7462025546875,-0.05574851953124993,0.08118369140625004,0.025435171875000107,-7.489863745944489e-05,0.001294955071069877,0.8122897952302631,0.052734375,0.125,0.19921875,0.322265625,0.62109375,0.509765625,56,0.79508025,1.0,0.42175529999999994,0.8460544999999999,0.7107311399999999,0.7288026000000001,-0.4242992,0.21219823075913735,0.2647786358071109,0.2343714167731556,0.2517518756057342,0.3878537535390911,-1.315410283911547,0.30660714870905714,0.16274809577534938,512,1.0,3.032439399835195e-05,0.01171875,0,13
0.793794751953125,0.3059336363644041,0.007046,1.0,0.9876039999999999,0.992954,0.3621357500000001,0.2233652,0.6377345,0.9998702500000001,0.999991,0.8392710000000001,0.78726581640625,0.761376375,0.05200518359375006,0.025889441406250047,0.0778946250000001,-0.00016676847230984136,0.006491281788228771,0.8364040966282894,0.05078125,0.123046875,0.19140625,0.3046875,0.62109375,0.484375,58,0.7792873965517242,0.992954,0.6339085000000001,0.6965527,0.81450116,0.77992636,-0.06264419999999993,0.2126802842169539,0.2639572253058029,0.16090785344513003,0.24639962996830442,0.3854064734318924,-1.3018441659279294,0.22977088162497994,0.09826079080896707,512,1.0,0.00022897312190990667,0.193359375,0,14
0.729846310546875,0.34117696985762347,0.0,1.0,0.9408905000000001,1.0,0.536387,0.1448735,0.46328,0.999667,0.9999669000000001,0.7591963125,0.7395358828125,0.6811171640625,0.019660429687499925,0.05841871875000004,0.07807914843749997,-0.00026265057008781936,0.012946557345269867,0.7969535312043128,0.072265625,0.1875,0.275390625,0.390625,0.548828125,0.4140625,62,0.8199903548387095,1.0,0.7183705999999999,0.8062602,0.77604446,0.65566454,-0.08788960000000012,0.26515376698950716,0.28215882407066534,0.2400344212301177,0.3062831953195807,0.4674641283512345,-0.8927785510599184,-0.7818133749722906,0.09089850644385573,512,1.0,0.00018797046385735227,0.677734375,0,15
0.812306853515625,0.3065144417292181,0.003766,1.0,0.9962385,0.996234,0.2694605,0.21853840000000002,0.7305045,0.999965,0.999994,0.9030026015625,0.75272527734375,0.8407742578125001,0.15027732421874995,-0.0880489804687501,0.06222834374999986,-0.0003054963673363632,0.02170037490204487,0.8903611753700659,0.056640625,0.1171875,0.181640625,0.275390625,0.677734375,0.5625,47,0.812126,0.996234,0.6976967000000001,0.9341215999999999,0.7901446,0.9201930999999999,-0.23642489999999983,0.18854257570870997,0.26054470123211904,0.09964503452915299,0.1720847002453499,0.3773382435779042,-1.477256741221394,0.6963286244844782,0.28350175673383726,512,1.0,0.0019019315401254348,0.716796875,1,16
0.837255005859375,0.2747888270465293,0.0,1.0,0.9937054999999999,1.0,0.17740825000000005,0.36502039999999997,0.82255975,0.9999680000000001,0.999997,0.8381247265625,0.8356918515624999,0.8395115937500001,0.002432875000000112,-0.0038197421875001414,-0.0013868671875000294,-1.410315783930428e-05,5.754288227893112e-05,0.8408583626873172,0.037109375,0.08203125,0.15625,0.240234375,0.701171875,0.517578125,49,0.7512476530612247,1.0,0.8237907,0.9199144,0.8498999399999999,0.9082674999999999,-0.09612370000000003,0.17568071428874144,0.24417454890319049,0.18116258881258296,0.18034076396779106,0.3282020708090943,-1.6636513542302902,1.4516047154558063,0.12933150478742167,512,1.0,0.0016346996257553563,0.158203125,0,17
0.7846693164062499,0.31608157082743027,0.0,1.0,0.9844865,1.0,0.33890125000000004,0.20066409999999998,0.660998,0.99989925,0.99999,0.8197698906249999,0.7420591171875,0.834789140625,0.07771077343749999,-0.09273002343750003,-0.01501925000000004,9.203000750663755e-05,0.0018519002236050725,0.761155649488304,0.046875,0.134765625,0.21875,0.318359375,0.611328125,0.490234375,55,0.7963319818181819,1.0,0.665184,0.9308961,0.7617113799999999,0.9057646600000001,-0.2657121,0.21794674166979142,0.2675914851118689,0.17868802589798777,0.17935389432431986,0.402821371775117,-1.2553508868933756,0.05290475558107133,0.14357245627195014,512,1.0,0.0008365350153360193,0.572265625,0,18
0.796727583984375,0.29253978522037977,0.0,1.0,0.9797910000000001,1.0,0.3528787499999999,0.3094859,0.6470862500000001,0.999965,0.999996,0.8942290312500001,0.7443411171875001,0.8039990703125,0.14988791406250002,-0.059657953124999885,0.09022996093750013,-0.00016022437376439095,0.006553062475421644,0.8376649114811769,0.0390625,0.095703125,0.18359375,0.326171875,0.60546875,0.482421875,57,0.7200649298245614,1.0,0.7118711999999999,0.9233601,0.83440468,0.90583422,-0.2114889000000001,0.21688252055625687,0.25977789975788707,0.12373276543106551,0.21875099250797256,0.36717667460467923,-1.3053982181901398,0.3964202507559409,0.18464878932524018,512,1.0,0.001970694650132759,0.533203125,0,19
0.866463150390625,0.2597089960844149,0.010577,1.0,0.9994915,0.989423,0.09867949999999992,0.3903465,0.9013165000000001,0.999996,1.0,0.8486648515624999,0.9188348164062501,0.7795181171875001,-0.07016996484375015,0.13931669921875,0.06914673437499985,-6.583858033532743e-05,0.0014039251292894273,0.8832849076663012,0.03125,0.07421875,0.12890625,0.19921875,0.75,0.634765625,42,0.7208014523809524,0.989423,0.6488915000000001,0.9732555000000002,0.84210144,0.72592722,-0.3243640000000001,0.1420405017558894,0.23232515498255654,0.16637503805286563,0.22802344673691338,0.2997346115268681,-1.9893305650086688,2.694964142395781,0.20186706365978913,512,1.0,-0.0006221973511032776,0.26953125,0,20
0.8263125644531251,0.28449387546383725,0.0,1.0,0.9961679999999999,1.0,0.26335624999999996,0.3183867,0.736589,0.99994525,0.999997,0.8368257500000001,0.8444823046875001,0.7794598984375,-0.007656554687499928,0.06502240625000011,0.05736585156250018,-0.0001173710333106597,0.0037182024478807636,0.8563008634639986,0.029296875,0.08984375,0.173828125,0.271484375,0.67578125,0.546875,54,0.7425830185185185,1.0,0.6109207,0.5264781000000001,0.7474126399999999,0.7699807999999999,0.08444259999999992,0.18286350332458856,0.25320367911130676,0.16803115714005934,0.22577271971893764,0.34429329452085644,-1.5269183932666137,0.9584638313471907,0.09182661431308468,512,1.0,-3.50402284380065e-07,0.31640625,1,21
0.8172319589843751,0.29067854682298344,0.004251,1.0,0.9924945000000001,0.995749,0.2532317500000001,0.28792070000000003,0.746683,0.9999147500000001,0.999991,0.8351597109375,0.7995625078125,0.834643109375,0.03559720312499992,-0.035080601562499925,0.0005166015624999964,-7.572916572788998e-05,0.0014827140514407857,0.8365807608278509,0.037109375,0.11328125,0.17578125,0.283203125,0.658203125,0.515625,48,0.7606179583333333,0.995749,0.4457179000000001,0.7750079999999999,0.7416859800000001,0.8275729199999999,-0.3292900999999998,0.1919747062639486,0.2554832136715306,0.1737435642570862,0.18052886409140356,0.3556867095953284,-1.4649638411516308,0.7177218242497108,0.10479302691852926,512,1.0,0.00046027843458157884,0.0078125,0,22
